Threads starting...
a[2295] = 2592 
a[2296] = 1608 
a[2297] = 3928 
a[2298] = 2460 
a[2299] = 2500 
a[2300] = 2928 
a[2301] = 152 
a[2302] = 3080 
a[2303] = 3340 
a[2304] = 460 
a[2305] = 3648 
a[2306] = 2192 
a[2307] = 3800 
a[2308] = 3280 
a[2309] = 900 
a[2310] = 1840 
a[2311] = 1716 
a[2312] = 3452 
a[2313] = 2024 
a[2314] = 208 
a[2315] = 548 
a[2316] = 3472 
a[2317] = 1720 
a[2318] = 3856 
a[2319] = 2540 
a[2320] = 3060 
a[2321] = 2164 
a[2322] = 3272 
a[2323] = 688 
a[2324] = 176 
a[2325] = 3292 
a[2326] = 680 
a[2327] = 1776 
a[2328] = 620 
a[1786] = 2584 
a[1787] = 296 
a[1788] = 3788 
a[1789] = 228 
a[1790] = 1080 
a[1791] = 852 
a[1792] = 3760 
a[1793] = 2884 
a[1794] = 3140 
a[1795] = 2680 
a[1796] = 1188 
a[1797] = 3432 
a[1798] = 1228 
a[1799] = 2764 
a[1800] = 3840 
a[1801] = 2684 
a[1802] = 812 
a[1803] = 796 
a[1804] = 2316 
a[1805] = 3748 
a[1806] = 1160 
a[1807] = 3660 
a[1808] = 40 
a[1809] = 2680 
a[1810] = 2292 
a[2329] = 540 
a[2330] = 268 
a[2331] = 3540 
a[2332] = 684 
a[2333] = 748 
a[2334] = 2876 
a[2335] = 2544 
a[2336] = 392 
a[2337] = 2468 
a[2338] = 3744 
a[2339] = 3664 
a[2340] = 3360 
a[2341] = 2988 
a[2342] = 2780 
a[2343] = 212 
a[2344] = 1004 
a[2345] = 2984 
a[2346] = 2160 
a[2347] = 472 
a[2348] = 696 
a[2349] = 3420 
a[2350] = 412 
a[1811] = 3592 
a[1812] = 156 
a[1813] = 1288 
a[1814] = 1124 
a[1815] = 1812 
a[1816] = 1300 
a[1817] = 3700 
a[1818] = 3508 
a[1819] = 2488 
a[1820] = 1328 
a[1821] = 584 
a[1822] = 744 
a[1823] = 1084 
a[1824] = 868 
a[1825] = 3876 
a[1826] = 1164 
a[1827] = 2048 
a[1828] = 708 
a[1829] = 2388 
a[1830] = 2216 
a[1831] = 540 
a[1832] = 2472 
a[1833] = 3020 
a[1834] = 2740 
a[2351] = 3752 
a[2352] = 1576 
a[2353] = 3680 
a[2354] = 432 
a[2355] = 1744 
a[2356] = 2964 
a[2357] = 2512 
a[2358] = 3512 
a[2359] = 3576 
a[2360] = 3044 
a[2361] = 1180 
a[2362] = 520 
a[2363] = 1132 
a[2364] = 1920 
a[2365] = 796 
a[2366] = 1076 
a[2367] = 3712 
a[2368] = 3256 
a[2369] = 2224 
a[2370] = 780 
a[2371] = 16 
a[2372] = 1204 
a[2373] = 3552 
a[2374] = 1628 
a[2375] = 3608 
a[2376] = 2528 
a[1835] = 780 
a[1836] = 2760 
a[1837] = 3892 
a[1838] = 1840 
a[1839] = 200 
a[1840] = 3976 
a[1841] = 1532 
a[1842] = 1192 
a[1843] = 1532 
a[1844] = 2812 
a[1845] = 3716 
a[1846] = 3340 
a[1847] = 1512 
a[1848] = 3408 
a[1849] = 2840 
a[1850] = 3996 
a[1851] = 2140 
a[1852] = 824 
a[1853] = 732 
a[1854] = 3216 
a[1855] = 1684 
a[1856] = 2008 
a[1857] = 372 
a[1858] = 1136 
a[1859] = 116 
a[2377] = 3784 
a[2378] = 1480 
a[2379] = 628 
a[2380] = 3196 
a[2381] = 1888 
a[2382] = 372 
a[2383] = 764 
a[2384] = 2968 
a[2385] = 2204 
a[2386] = 3908 
a[2387] = 1924 
a[2388] = 708 
a[2389] = 3412 
a[2390] = 2900 
a[2391] = 1152 
a[2392] = 1992 
a[2393] = 3412 
a[2394] = 2276 
a[2395] = 1312 
a[2396] = 1608 
a[2397] = 756 
a[2398] = 1020 
a[2399] = 856 
a[2400] = 2972 
a[2401] = 3200 
a[1860] = 160 
a[1861] = 752 
a[1862] = 648 
a[1863] = 32 
a[1864] = 3764 
a[1865] = 788 
a[1866] = 804 
a[1867] = 3924 
a[1868] = 2084 
a[1869] = 44 
a[1870] = 1524 
a[1871] = 2052 
a[1872] = 1568 
a[1873] = 2708 
a[1874] = 984 
a[1875] = 376 
a[1876] = 2416 
a[1877] = 316 
a[1878] = 3288 
a[1879] = 3224 
a[1880] = 560 
a[1881] = 3276 
a[1882] = 1356 
a[1883] = 1376 
a[1884] = 1408 
a[2402] = 2272 
a[2403] = 168 
a[2404] = 2744 
a[2405] = 3896 
a[2406] = 3768 
a[2407] = 2676 
a[2408] = 3672 
a[2409] = 1244 
a[2410] = 3296 
a[2411] = 268 
a[2412] = 532 
a[2413] = 1068 
a[2414] = 1024 
a[2415] = 3492 
a[2416] = 3264 
a[2417] = 924 
a[2418] = 2816 
a[2419] = 1372 
a[2420] = 1736 
a[2421] = 1708 
a[2422] = 2516 
a[2423] = 1128 
a[2424] = 2524 
a[2425] = 2196 
a[2426] = 2432 
a[2427] = 124 
a[2428] = 2944 
a[2429] = 852 
a[2430] = 2384 
a[2431] = 3316 
a[2432] = 44 
a[2433] = 648 
a[2434] = 884 
a[2435] = 2784 
a[2436] = 536 
a[2437] = 644 
a[2438] = 2860 
a[2439] = 200 
a[2440] = 3288 
a[2441] = 3556 
a[2442] = 460 
a[2443] = 1220 
a[2444] = 616 
a[2445] = 2884 
a[2446] = 704 
a[2447] = 3872 
a[2448] = 1208 
a[2449] = 3512 
a[1885] = 1972 
a[1886] = 464 
a[1887] = 3408 
a[1888] = 3748 
a[1889] = 1592 
a[1890] = 3516 
a[1891] = 3900 
a[1892] = 2336 
a[1893] = 1568 
a[1894] = 3928 
a[1895] = 3500 
a[1896] = 2348 
a[1897] = 2132 
a[1898] = 3416 
a[1899] = 1832 
a[1900] = 2172 
a[1901] = 932 
a[1902] = 1284 
a[1903] = 1140 
a[1904] = 1040 
a[1905] = 2264 
a[1906] = 2916 
a[1907] = 856 
a[1908] = 2572 
a[1909] = 2200 
a[1910] = 72 
a[1911] = 3124 
a[1912] = 2876 
a[1913] = 2832 
a[1914] = 1904 
a[1915] = 280 
a[1916] = 796 
a[1917] = 2360 
a[2450] = 1236 
a[2451] = 344 
a[2452] = 2624 
a[2453] = 1152 
a[2454] = 1464 
a[2455] = 1140 
a[2456] = 748 
a[2457] = 1300 
a[2458] = 1256 
a[2459] = 1092 
a[2460] = 2144 
a[2461] = 1040 
a[2462] = 400 
a[2463] = 3592 
a[2464] = 1684 
a[2465] = 1276 
a[2466] = 3776 
a[2467] = 2212 
a[2468] = 3324 
a[2469] = 2628 
a[2470] = 3816 
a[2471] = 12 
a[2472] = 2176 
a[2473] = 1676 
a[2474] = 1228 
a[2475] = 2784 
a[2476] = 556 
a[2477] = 3332 
a[1918] = 1088 
a[1919] = 536 
a[1920] = 3944 
a[1921] = 2008 
a[1922] = 1840 
a[1923] = 3680 
a[1924] = 976 
a[1925] = 3168 
a[1926] = 3172 
a[1927] = 724 
a[1928] = 1292 
a[1929] = 3988 
a[1930] = 2552 
a[1931] = 864 
a[1932] = 2320 
a[1933] = 3828 
a[1934] = 2000 
a[1935] = 3352 
a[1936] = 2084 
a[1937] = 2316 
a[1938] = 200 
a[1939] = 652 
a[1940] = 508 
a[1941] = 1672 
a[1942] = 1176 
a[1943] = 788 
a[2478] = 56 
a[2479] = 3164 
a[2480] = 248 
a[2481] = 2692 
a[2482] = 912 
a[2483] = 2864 
a[2484] = 1244 
a[2485] = 2368 
a[2486] = 1404 
a[2487] = 1988 
a[2488] = 1068 
a[2489] = 60 
a[2490] = 3072 
a[2491] = 3208 
a[2492] = 1096 
a[2493] = 876 
a[2494] = 200 
a[2495] = 2772 
a[2496] = 3552 
a[2497] = 3968 
a[2498] = 976 
a[2499] = 276 
a[2500] = 2588 
a[1944] = 496 
a[1945] = 3072 
a[1946] = 1060 
a[1947] = 2696 
a[1948] = 1424 
a[1949] = 3548 
a[1950] = 632 
a[1951] = 2768 
a[1952] = 1548 
a[1953] = 2464 
a[1954] = 2440 
a[1955] = 2516 
a[1956] = 1624 
a[1957] = 1604 
a[1958] = 3236 
a[1959] = 320 
a[1960] = 2992 
a[1961] = 1780 
a[1962] = 1176 
a[1963] = 1304 
a[1964] = 3008 
a[1965] = 576 
a[1966] = 2056 
a[1967] = 1088 
a[1968] = 296 
a[1969] = 3656 
a[1970] = 1732 
a[1971] = 796 
a[1972] = 1324 
a[1973] = 308 
a[1974] = 1576 
a[1975] = 3220 
a[1976] = 3376 
a[1977] = 36 
a[1978] = 1908 
a[1979] = 2200 
a[1980] = 3580 
a[1981] = 2536 
a[2501] = 2192 
a[2502] = 284 
a[2503] = 2164 
a[2504] = 3864 
a[2505] = 2912 
a[2506] = 940 
a[2507] = 1820 
a[2508] = 2236 
a[2509] = 2396 
a[2510] = 976 
a[2511] = 2476 
a[2512] = 1080 
a[2513] = 1880 
a[2514] = 2740 
a[2515] = 2316 
a[2516] = 1652 
a[2517] = 136 
a[2518] = 1704 
a[2519] = 120 
a[2520] = 1600 
a[2521] = 2180 
a[2522] = 728 
a[2523] = 2688 
a[2524] = 3048 
a[2525] = 920 
a[2526] = 2860 
a[2527] = 4000 
a[2528] = 880 
a[2529] = 3828 
a[2530] = 272 
a[2531] = 3460 
a[1982] = 964 
a[1983] = 2528 
a[1984] = 2400 
a[1985] = 804 
a[1986] = 1040 
a[1987] = 20 
a[1988] = 3812 
a[1989] = 1676 
a[1990] = 332 
a[1991] = 2796 
a[1992] = 856 
a[1993] = 2908 
a[1994] = 96 
a[1995] = 3856 
a[1996] = 888 
a[1997] = 3552 
a[1998] = 936 
a[1999] = 1176 
a[2000] = 3204 
a[2001] = 68 
a[2002] = 3372 
a[2003] = 1928 
a[2004] = 1780 
a[2005] = 2352 
a[2006] = 1140 
a[2532] = 2016 
a[2533] = 1956 
a[2534] = 1616 
a[2535] = 3280 
a[2536] = 860 
a[2537] = 3956 
a[2538] = 1092 
a[2539] = 3088 
a[2540] = 2344 
a[2541] = 3468 
a[2542] = 2968 
a[2543] = 824 
a[2544] = 2752 
a[2545] = 3108 
a[2546] = 3136 
a[2547] = 1804 
a[2548] = 648 
a[2549] = 2240 
a[2550] = 1916 
a[2551] = 2240 
a[2552] = 412 
a[2553] = 2640 
a[2554] = 2328 
a[2555] = 860 
a[2556] = 3552 
a[2557] = 1180 
a[2558] = 856 
a[2559] = 428 
a[2560] = 2408 
a[2561] = 2528 
a[2007] = 1148 
a[2562] = 1288 
a[2008] = 2380 
a[2009] = 452 
a[2010] = 748 
a[2011] = 3360 
a[2012] = 388 
a[2013] = 1704 
a[2014] = 1884 
a[2015] = 2780 
a[2016] = 2504 
a[2017] = 324 
a[2018] = 200 
a[2019] = 2308 
a[2020] = 3400 
a[2021] = 1932 
a[2022] = 2504 
a[2023] = 248 
a[2024] = 2244 
a[2025] = 4000 
a[2026] = 1504 
a[2027] = 3124 
a[2028] = 3548 
a[2029] = 3844 
a[2030] = 292 
a[2031] = 152 
a[2032] = 1312 
a[2033] = 3656 
a[2563] = 1824 
a[2564] = 476 
a[2565] = 2900 
a[2566] = 1096 
a[2567] = 1328 
a[2568] = 256 
a[2569] = 2180 
a[2570] = 1816 
a[2571] = 2596 
a[2572] = 3052 
a[2573] = 2184 
a[2574] = 3412 
a[2575] = 1796 
a[2576] = 1288 
a[2577] = 3948 
a[2578] = 3592 
a[2579] = 3336 
a[2580] = 3592 
a[2581] = 2908 
a[2582] = 2976 
a[2583] = 3996 
a[2584] = 1540 
a[2585] = 1296 
a[2586] = 852 
a[2587] = 1088 
a[2588] = 2468 
a[2589] = 3108 
a[2590] = 2916 
a[2591] = 868 
a[2592] = 1628 
a[2034] = 2072 
a[2035] = 3084 
a[2036] = 2000 
a[2037] = 612 
a[2038] = 1632 
a[2039] = 1784 
a[2040] = 2464 
a[2041] = 2376 
a[2042] = 1136 
a[2043] = 2844 
a[2044] = 1480 
a[2045] = 3012 
a[2046] = 3028 
a[2047] = 1384 
a[2048] = 736 
a[2049] = 628 
a[2050] = 1092 
a[2051] = 128 
a[2052] = 3964 
a[2053] = 3592 
a[2054] = 1776 
a[2055] = 2200 
a[2056] = 3584 
a[2057] = 3276 
a[2058] = 1316 
a[2593] = 196 
a[2594] = 2688 
a[2595] = 2096 
a[2596] = 3088 
a[2597] = 1184 
a[2598] = 824 
a[2599] = 748 
a[2600] = 768 
a[2601] = 2632 
a[2602] = 3336 
a[2603] = 3812 
a[2604] = 2220 
a[2605] = 148 
a[2606] = 3008 
a[2607] = 908 
a[2608] = 1500 
a[2609] = 4000 
a[2610] = 236 
a[2611] = 1084 
a[2612] = 2900 
a[2613] = 3204 
a[2614] = 2480 
a[2615] = 436 
a[2616] = 1900 
a[2617] = 732 
a[2618] = 2924 
a[2619] = 360 
a[2620] = 3832 
a[2621] = 1832 
a[2622] = 2628 
a[2059] = 532 
a[2060] = 520 
a[2061] = 3008 
a[2062] = 676 
a[2063] = 1824 
a[2064] = 64 
a[2065] = 2740 
a[2066] = 904 
a[2067] = 3468 
a[2068] = 756 
a[2069] = 2528 
a[2070] = 1244 
a[2071] = 3212 
a[2072] = 2304 
a[2073] = 3780 
a[2074] = 3460 
a[2075] = 3780 
a[2076] = 196 
a[2077] = 3888 
a[2078] = 1156 
a[2079] = 924 
a[2080] = 1916 
a[2623] = 2860 
a[2624] = 2020 
a[2625] = 2716 
a[2626] = 2356 
a[2627] = 2512 
a[2628] = 3896 
a[2629] = 3172 
a[2630] = 3252 
a[2631] = 2064 
a[2632] = 3208 
a[2633] = 3988 
a[2634] = 1868 
a[2635] = 1420 
a[2636] = 1536 
a[2637] = 2276 
a[2638] = 2320 
a[2639] = 436 
a[2640] = 2268 
a[2641] = 3956 
a[2642] = 1512 
a[2643] = 1160 
a[2644] = 3152 
a[2645] = 1396 
a[2646] = 1588 
a[2647] = 1044 
a[2648] = 2120 
a[2649] = 1912 
a[2650] = 2804 
a[2651] = 3356 
a[2081] = 2244 
a[2082] = 1048 
a[2083] = 1872 
a[2084] = 3236 
a[2085] = 2816 
a[2086] = 64 
a[2087] = 2812 
a[2088] = 3492 
a[2089] = 2780 
a[2090] = 3340 
a[2091] = 4004 
a[2092] = 1780 
a[2093] = 1416 
a[2094] = 1824 
a[2095] = 1840 
a[2096] = 152 
a[2097] = 128 
a[2098] = 1300 
a[2099] = 2308 
a[2100] = 56 
a[2101] = 3944 
a[2102] = 1512 
a[2103] = 2356 
a[2104] = 3716 
a[2105] = 2372 
a[2106] = 3536 
a[2107] = 3904 
a[2108] = 2252 
a[2652] = 3736 
a[2653] = 1424 
a[2654] = 2208 
a[2655] = 1752 
a[2656] = 1544 
a[2657] = 560 
a[2658] = 1664 
a[2659] = 2840 
a[2660] = 1132 
a[2661] = 2316 
a[2662] = 896 
a[2663] = 332 
a[2664] = 2296 
a[2665] = 2756 
a[2666] = 3152 
a[2667] = 1232 
a[2668] = 1024 
a[2669] = 2872 
a[2670] = 1664 
a[2671] = 692 
a[2672] = 2820 
a[2673] = 3168 
a[2674] = 1844 
a[2675] = 3372 
a[2676] = 1964 
a[2677] = 836 
a[2678] = 1816 
a[2679] = 80 
a[2109] = 2092 
a[2110] = 2232 
a[2111] = 164 
a[2112] = 328 
a[2113] = 680 
a[2114] = 2028 
a[2115] = 964 
a[2116] = 3488 
a[2117] = 3496 
a[2118] = 1180 
a[2119] = 384 
a[2120] = 2268 
a[2121] = 1920 
a[2122] = 1788 
a[2123] = 44 
a[2124] = 3328 
a[2125] = 3604 
a[2126] = 3284 
a[2127] = 3472 
a[2128] = 1132 
a[2129] = 1984 
a[2130] = 1772 
a[2131] = 1184 
a[2132] = 3328 
a[2133] = 688 
a[2134] = 940 
a[2135] = 3036 
a[2136] = 3052 
a[2137] = 468 
a[2680] = 2740 
a[2138] = 344 
a[2681] = 612 
a[2139] = 2708 
a[2682] = 3428 
a[2140] = 2552 
a[2683] = 2472 
a[2141] = 2568 
a[2142] = 2864 
a[2143] = 284 
a[2144] = 3240 
a[2145] = 2292 
a[2146] = 1240 
a[2147] = 128 
a[2148] = 1780 
a[2149] = 2412 
a[2150] = 1912 
a[2151] = 1452 
a[2152] = 324 
a[2153] = 3696 
a[2154] = 1488 
a[2155] = 3648 
a[2156] = 700 
a[2157] = 2172 
a[2158] = 520 
a[2159] = 1828 
a[2160] = 1556 
a[2161] = 3696 
a[2162] = 412 
a[2163] = 876 
a[2164] = 376 
a[2165] = 1344 
a[2166] = 1312 
a[2167] = 828 
a[2168] = 1804 
a[2169] = 3056 
a[2170] = 3528 
a[2171] = 1756 
a[2684] = 3440 
a[2685] = 3036 
a[2686] = 1624 
a[2687] = 976 
a[2688] = 3588 
a[2689] = 688 
a[2690] = 3808 
a[2691] = 2124 
a[2692] = 2996 
a[2693] = 696 
a[2694] = 3856 
a[2695] = 2692 
a[2696] = 852 
a[2697] = 3004 
a[2698] = 3916 
a[2699] = 3276 
a[2700] = 3276 
a[2701] = 1572 
a[2702] = 3960 
a[2703] = 2092 
a[2704] = 2144 
a[2705] = 1796 
a[2706] = 1456 
a[2707] = 100 
a[2708] = 32 
a[2709] = 3268 
a[2710] = 172 
a[2711] = 2768 
a[2712] = 1280 
a[2713] = 1000 
a[2714] = 2640 
a[2172] = 1616 
a[2173] = 3792 
a[2174] = 2032 
a[2175] = 2256 
a[2176] = 2080 
a[2177] = 676 
a[2178] = 3788 
a[2179] = 1260 
a[2180] = 488 
a[2181] = 1692 
a[2182] = 2704 
a[2183] = 2216 
a[2184] = 1380 
a[2185] = 1592 
a[2186] = 3264 
a[2187] = 3484 
a[2188] = 1164 
a[2189] = 1184 
a[2190] = 1304 
a[2191] = 2712 
a[2192] = 872 
a[2193] = 3116 
a[2194] = 988 
a[2195] = 2648 
a[2196] = 452 
a[2197] = 2296 
a[2198] = 3472 
a[2199] = 3656 
a[2715] = 712 
a[2716] = 32 
a[2717] = 1664 
a[2718] = 3088 
a[2719] = 3612 
a[2720] = 2344 
a[2721] = 2888 
a[2722] = 3136 
a[2723] = 2740 
a[2724] = 984 
a[2725] = 2988 
a[2726] = 1424 
a[2727] = 1828 
a[2728] = 3392 
a[2729] = 1332 
a[2730] = 1096 
a[2731] = 2660 
a[2732] = 2900 
a[2733] = 2456 
a[2734] = 2152 
a[2735] = 1036 
a[2736] = 248 
a[2737] = 3604 
a[2738] = 2536 
a[2739] = 272 
a[2740] = 272 
a[2200] = 1344 
a[2201] = 400 
a[2202] = 2812 
a[2203] = 364 
a[2204] = 188 
a[2205] = 840 
a[2206] = 20 
a[2207] = 3668 
a[2208] = 2916 
a[2209] = 3800 
a[2210] = 2328 
a[2211] = 804 
a[2212] = 2896 
a[2213] = 2436 
a[2214] = 3012 
a[2215] = 1676 
a[2216] = 20 
a[2217] = 2268 
a[2218] = 1152 
a[2219] = 2588 
a[2220] = 3448 
a[2221] = 3856 
a[2222] = 2700 
a[2223] = 1720 
a[2741] = 2704 
a[2742] = 440 
a[2743] = 1544 
a[2744] = 3696 
a[2745] = 3072 
a[2746] = 3660 
a[2747] = 3720 
a[2748] = 2136 
a[2749] = 2740 
a[2750] = 736 
a[2751] = 472 
a[2752] = 3032 
a[2753] = 3864 
a[2754] = 3204 
a[2755] = 1416 
a[2756] = 252 
a[2757] = 2028 
a[2758] = 3240 
a[2759] = 3636 
a[2760] = 3356 
a[2761] = 1736 
a[2762] = 3700 
a[2763] = 3656 
a[2224] = 2964 
a[2225] = 3684 
a[2226] = 364 
a[2227] = 3408 
a[2228] = 3380 
a[2229] = 1236 
a[2230] = 464 
a[2231] = 2124 
a[2232] = 3036 
a[2233] = 3272 
a[2234] = 2480 
a[2235] = 624 
a[2236] = 1512 
a[2237] = 3904 
a[2238] = 1692 
a[2239] = 1828 
a[2240] = 3696 
a[2241] = 16 
a[2242] = 2624 
a[2243] = 2584 
a[2244] = 2444 
a[2245] = 1632 
a[2246] = 1664 
a[2764] = 188 
a[2765] = 1844 
a[2766] = 2092 
a[2767] = 1836 
a[2768] = 2848 
a[2769] = 620 
a[2770] = 3508 
a[2771] = 520 
a[2772] = 724 
a[2773] = 3944 
a[2774] = 3468 
a[2775] = 416 
a[2776] = 416 
a[2777] = 3120 
a[2778] = 1536 
a[2779] = 2548 
a[2780] = 3260 
a[2781] = 3672 
a[2782] = 420 
a[2783] = 3692 
a[2784] = 3532 
a[2785] = 3620 
a[2786] = 1104 
a[2787] = 1184 
a[2788] = 3048 
a[2789] = 1744 
a[2790] = 2224 
a[2791] = 3804 
a[2792] = 3472 
a[2793] = 1916 
a[2794] = 3452 
a[2247] = 3864 
a[2248] = 1300 
a[2249] = 2808 
a[2250] = 2444 
a[2251] = 2148 
a[2252] = 2660 
a[2253] = 1140 
a[2254] = 3864 
a[2255] = 3024 
a[2256] = 2224 
a[2257] = 1628 
a[2258] = 3836 
a[2259] = 1596 
a[2260] = 264 
a[2261] = 292 
a[2262] = 3712 
a[2263] = 3292 
a[2264] = 964 
a[2265] = 3596 
a[2266] = 3912 
a[2267] = 2468 
a[2268] = 3492 
a[2269] = 1596 
a[2270] = 288 
a[2795] = 1060 
a[2796] = 1160 
a[2797] = 2944 
a[2798] = 296 
a[2799] = 1412 
a[2800] = 3560 
a[2801] = 3800 
a[2802] = 1924 
a[2803] = 276 
a[2804] = 3736 
a[2805] = 2792 
a[2806] = 2092 
a[2807] = 1552 
a[2808] = 3312 
a[2809] = 1032 
a[2810] = 92 
a[2811] = 2568 
a[2812] = 696 
a[2813] = 508 
a[2814] = 3660 
a[2815] = 1628 
a[2816] = 1528 
a[2817] = 756 
a[2271] = 588 
a[2272] = 3012 
a[2273] = 316 
a[2274] = 576 
a[2275] = 2856 
a[2276] = 3348 
a[2277] = 2232 
a[2278] = 2716 
a[2279] = 640 
a[2280] = 2440 
a[2281] = 2560 
a[2282] = 2784 
a[2283] = 1092 
a[2284] = 3692 
a[2285] = 48 
a[2286] = 112 
a[2287] = 1908 
a[2288] = 3076 
a[2289] = 3940 
a[2290] = 904 
a[2291] = 3332 
a[2292] = 1632 
a[2293] = 2020 
a[2294] = 24 
a[2295] = 2592 
a[2296] = 1608 
a[2818] = 2808 
a[2819] = 568 
a[2820] = 2492 
a[2821] = 2432 
a[2822] = 368 
a[2823] = 3368 
a[2824] = 1748 
a[2825] = 1220 
a[2826] = 1828 
a[2827] = 2900 
a[2828] = 1568 
a[2829] = 2120 
a[2830] = 1712 
a[2831] = 2528 
a[2832] = 1912 
a[2833] = 3632 
a[2834] = 204 
a[2835] = 3048 
a[2836] = 3824 
a[2837] = 2292 
a[2838] = 2000 
a[2839] = 3132 
a[2840] = 3316 
a[2841] = 2088 
a[2842] = 3100 
a[2843] = 4004 
a[2844] = 2588 
a[2845] = 2752 
a[2846] = 3036 
a[2847] = 1516 
a[2848] = 3504 
a[2297] = 3928 
a[2298] = 2460 
a[2299] = 2500 
a[2300] = 2928 
a[2301] = 152 
a[2302] = 3080 
a[2303] = 3340 
a[2304] = 460 
a[2305] = 3648 
a[2306] = 2192 
a[2307] = 3800 
a[2308] = 3280 
a[2309] = 900 
a[2310] = 1840 
a[2311] = 1716 
a[2312] = 3452 
a[2313] = 2024 
a[2314] = 208 
a[2315] = 548 
a[2316] = 3472 
a[2317] = 1720 
a[2318] = 3856 
a[2319] = 2540 
a[2849] = 1836 
a[2850] = 3484 
a[2851] = 3396 
a[2852] = 260 
a[2853] = 1252 
a[2854] = 2756 
a[2855] = 2000 
a[2856] = 2468 
a[2857] = 1988 
a[2858] = 2300 
a[2859] = 1436 
a[2860] = 100 
a[2861] = 8 
a[2862] = 3956 
a[2863] = 3412 
a[2864] = 1040 
a[2865] = 152 
a[2866] = 3860 
a[2867] = 856 
a[2868] = 3844 
a[2869] = 1852 
a[2870] = 3980 
a[2871] = 3152 
a[2872] = 3932 
a[2873] = 3072 
a[2874] = 560 
a[2875] = 3920 
a[2876] = 3228 
a[2877] = 3588 
a[2878] = 1428 
a[2879] = 132 
a[2320] = 3060 
a[2321] = 2164 
a[2322] = 3272 
a[2323] = 688 
a[2324] = 176 
a[2325] = 3292 
a[2326] = 680 
a[2327] = 1776 
a[2328] = 620 
a[2329] = 540 
a[2330] = 268 
a[2331] = 3540 
a[2332] = 684 
a[2333] = 748 
a[2334] = 2876 
a[2335] = 2544 
a[2336] = 392 
a[2337] = 2468 
a[2338] = 3744 
a[2339] = 3664 
a[2340] = 3360 
a[2341] = 2988 
a[2342] = 2780 
a[2880] = 2824 
a[2881] = 2316 
a[2882] = 3520 
a[2883] = 484 
a[2884] = 3560 
a[2885] = 3680 
a[2886] = 2476 
a[2887] = 3428 
a[2888] = 1660 
a[2889] = 2176 
a[2890] = 856 
a[2891] = 1752 
a[2892] = 3584 
a[2893] = 804 
a[2894] = 2564 
a[2895] = 616 
a[2896] = 2360 
a[2897] = 2416 
a[2898] = 2876 
a[2899] = 2196 
a[2900] = 260 
a[2901] = 2848 
a[2902] = 2752 
a[2903] = 1596 
a[2904] = 3324 
a[2905] = 3304 
a[2906] = 1508 
a[2907] = 3952 
a[2908] = 292 
a[2343] = 212 
a[2344] = 1004 
a[2345] = 2984 
a[2346] = 2160 
a[2347] = 472 
a[2348] = 696 
a[2349] = 3420 
a[2350] = 412 
a[2351] = 3752 
a[2352] = 1576 
a[2353] = 3680 
a[2354] = 432 
a[2355] = 1744 
a[2356] = 2964 
a[2357] = 2512 
a[2358] = 3512 
a[2359] = 3576 
a[2360] = 3044 
a[2361] = 1180 
a[2362] = 520 
a[2363] = 1132 
a[2364] = 1920 
a[2365] = 796 
a[2909] = 340 
a[2910] = 76 
a[2911] = 516 
a[2912] = 56 
a[2913] = 3588 
a[2914] = 992 
a[2915] = 3608 
a[2916] = 3260 
a[2917] = 868 
a[2918] = 3032 
a[2919] = 2320 
a[2920] = 3036 
a[2921] = 3880 
a[2922] = 1472 
a[2923] = 2616 
a[2924] = 2088 
a[2925] = 28 
a[2926] = 632 
a[2927] = 440 
a[2928] = 2436 
a[2929] = 3500 
a[2930] = 36 
a[2931] = 100 
a[2932] = 3752 
a[2933] = 2780 
a[2934] = 3096 
a[2935] = 476 
a[2936] = 2076 
a[2366] = 1076 
a[2367] = 3712 
a[2368] = 3256 
a[2369] = 2224 
a[2370] = 780 
a[2371] = 16 
a[2372] = 1204 
a[2373] = 3552 
a[2374] = 1628 
a[2375] = 3608 
a[2376] = 2528 
a[2377] = 3784 
a[2378] = 1480 
a[2379] = 628 
a[2380] = 3196 
a[2381] = 1888 
a[2382] = 372 
a[2383] = 764 
a[2384] = 2968 
a[2385] = 2204 
a[2386] = 3908 
a[2387] = 1924 
a[2388] = 708 
a[2389] = 3412 
a[2937] = 2004 
a[2938] = 420 
a[2939] = 3768 
a[2940] = 2336 
a[2941] = 488 
a[2942] = 276 
a[2943] = 2384 
a[2944] = 68 
a[2945] = 2668 
a[2946] = 3396 
a[2947] = 732 
a[2948] = 3528 
a[2949] = 2420 
a[2950] = 3044 
a[2951] = 2560 
a[2952] = 3700 
a[2953] = 512 
a[2954] = 2576 
a[2955] = 3188 
a[2956] = 1940 
a[2957] = 3200 
a[2958] = 1028 
a[2959] = 1780 
a[2960] = 104 
a[2961] = 1060 
a[2962] = 1872 
a[2963] = 3848 
a[2964] = 3832 
a[2965] = 2368 
a[2966] = 316 
a[2967] = 3312 
a[2968] = 364 
a[2969] = 728 
a[2970] = 3072 
a[2971] = 2696 
a[2972] = 1208 
a[2973] = 752 
a[2974] = 2480 
a[2975] = 2676 
a[2976] = 3412 
a[2977] = 3276 
a[2978] = 3400 
a[2979] = 2936 
a[2980] = 3096 
a[2981] = 3848 
a[2982] = 2896 
a[2983] = 2792 
a[2984] = 352 
a[2985] = 2872 
a[2986] = 3380 
a[2987] = 3692 
a[2390] = 2900 
a[2391] = 1152 
a[2392] = 1992 
a[2393] = 3412 
